row ID,row m/z,row retention time,20220504_groupB_DBGI_01_08_01.mzML Peak area,20220504_groupB_DBGI_01_08_02.mzML Peak area,20220504_groupB_DBGI_01_08_03.mzML Peak area,20220504_groupB_DBGI_01_08_04.mzML Peak area,20220504_groupB_DBGI_01_08_05.mzML Peak area,20220504_groupB_DBGI_01_08_06.mzML Peak area,20220504_groupB_DBGI_01_08_07.mzML Peak area,20220504_groupB_DBGI_01_08_08.mzML Peak area,20220504_groupB_DBGI_01_08_09.mzML Peak area,20220504_groupB_DBGI_01_08_10.mzML Peak area,20220504_groupB_DBGI_01_08_11.mzML Peak area,20220504_groupB_DBGI_01_08_12.mzML Peak area,20220504_groupB_DBGI_01_08_13.mzML Peak area,20220504_groupB_DBGI_01_08_14.mzML Peak area,20220504_groupB_DBGI_01_08_15.mzML Peak area,20220504_groupB_DBGI_01_08_B.mzML Peak area,
471,165.05458068847656,2.1259087,0,0,0,3.58907261630913E7,0,0,0,0,0,0,0,0,0,0,0,0,
472,642.2392120361328,1.9379926833333336,0,0,0,2.2671867592433285E7,1.9790526281275712E7,0,0,0,0,1.7345459806949828E7,0,0,2.5243494573931105E7,3.9909997435670346E7,3.0221965579563845E7,0,
473,415.1024169921875,1.9583343,0,0,0,2.1352509432198096E7,0,0,0,0,0,0,0,0,0,0,0,0,
474,457.3675537109375,2.4425226,0,0,0,1.3595862676691689E7,0,0,0,0,0,0,0,0,0,0,0,0,
475,471.14989013671874,1.9376929400000003,0,0,0,1.3312557943313085E7,0,0,0,0,0,6325025.515203286,0,0,1.4077386120621916E7,2.7093533684409365E7,1.6532895489570081E7,0,
476,468.28004455566406,2.378684,0,0,0,1.336921432972505E7,0,0,0,0,0,0,0,0,0,0,1.2239323288248938E7,0,
477,599.4097290039062,5.503829919999999,0,0,0,1644987.0480996633,0,0,1883177.7278031562,1235992.408691358,0,0,0,0,0,1553605.4496611226,1354556.1218800275,0,
478,462.1756591796875,2.1344065,0,0,0,1.216210236503379E7,0,0,0,0,0,0,0,0,0,0,0,0,
479,399.1072998046875,2.1259087,0,0,0,1.0826722333673231E7,0,0,0,0,0,0,0,0,0,0,0,0,
480,478.1710205078125,1.9583343,0,0,0,9586756.763423033,0,0,0,0,0,0,0,0,0,0,0,0,
481,275.01634979248047,0.4617524025,0,0,0,3.582550251113575E7,1.0525581432215832E7,0,6649627.292854772,0,0,0,0,0,0,0,1015875.7390138505,0,
482,276.0867004394531,2.0523057,0,0,0,8344659.960908295,0,0,0,0,0,0,0,0,0,0,0,0,
483,445.2040710449219,2.40200045,0,0,0,7343752.117868845,5370528.575945945,0,0,0,0,0,0,0,0,0,0,0,
484,401.3415832519531,7.268912133333334,0,0,0,3944528.5724448357,0,0,0,0,0,0,0,0,7786194.854950141,0,5242495.243104297,0,
485,417.1177978515625,2.1259087,0,0,0,7201790.184802862,0,0,0,0,0,0,0,0,0,0,0,0,
486,415.10205078125,2.398694,0,0,0,7817157.485829425,0,0,0,0,0,0,0,0,0,0,0,0,
487,351.2143249511719,2.8675377666666666,0,0,0,6834802.0609310325,0,0,0,0,0,0,0,0,0,8262668.827860877,4795407.346613079,0,
488,346.2589454650879,2.866167275,0,0,0,6231664.934795972,0,0,0,0,0,0,0,0,7095023.613481184,7603506.987200564,4148270.8071926413,0,
489,288.10789489746094,1.2095726666666666,0,0,0,1.0194596384275112E7,0,0,0,0,0,0,0,0,1.426286898883881E7,0,9674235.543694796,0,
490,430.17083740234375,2.5210090000000003,0,0,0,4361667.668575154,0,0,0,4043698.003535801,0,0,0,0,0,0,0,0,
491,293.21116129557294,2.863917733333333,0,0,0,4569477.027372726,0,0,0,0,0,0,0,0,5085617.184945987,6105829.647993701,0,0,
492,276.08673095703125,1.788085,0,0,0,4361715.56396097,0,0,0,0,0,0,0,0,0,0,0,0,
493,461.1081314086914,2.63043775,0,0,0,5756390.137941819,0,0,0,0,0,5.37384907663852E7,0,0,0,0,0,0,
494,163.03894805908203,2.611810225,0,0,0,8618179.014833897,960764.2723362164,0,0,0,0,443408.10375731136,0,401266.1553654371,0,0,0,0,
495,455.35196685791016,4.576742575,0,0,0,3436963.4701468134,0,0,0,1758268.597033981,0,0,0,0,0,2788252.6745833247,4818691.181098559,0,
496,147.04403686523438,2.7020913,0,0,0,4438059.004311586,0,0,0,0,0,0,0,0,0,0,0,0,
497,891.3291015625,2.9389355,0,0,0,3746484.2767884396,0,0,0,0,0,0,0,0,0,0,0,0,
498,417.3363037109375,5.2331057,0,0,0,3582646.11916762,0,0,0,0,0,0,0,0,0,0,0,0,
499,593.2760264078776,5.881234033333333,0,0,0,3172724.185517382,1718812.9242209662,0,3830254.8356366456,3274119.1152382325,2.106374663806148E7,0,0,0,4599743.528161134,0,0,0,
501,181.12234497070312,3.100622833333333,0,0,0,2997406.690551679,0,0,0,1035741.1733631551,0,0,0,0,0,0,1411552.9885299376,0,
502,454.2929443359375,4.70977836,0,0,0,3172475.0291024586,4229596.219287741,674958.6077176761,0,0,0,0,0,0,0,3648457.3036523056,5600613.36570105,0,
503,135.04403432210287,1.9242503666666666,0,0,0,4866002.849480431,5358983.52505081,0,0,0,0,0,0,0,2556058.5640463387,0,0,0,
504,613.4829711914062,6.6958457,0,0,0,3652410.904044,0,0,0,0,0,0,0,0,0,4415223.9744699225,0,0,
505,309.0372009277344,1.2181639,0,0,0,4101941.406966745,0,0,0,0,0,0,0,0,0,0,3768467.8732218836,0,
506,417.3363545735677,7.2721732333333335,0,0,0,3545617.940345218,0,0,0,0,0,0,0,0,5202416.885405867,0,4198878.950945874,0,
507,147.0440444946289,1.8701069499999998,0,0,0,2881808.120854231,0,0,3.984814035357665E7,0,0,0,0,0,0,0,0,0,
509,289.03208414713544,0.6455575933333333,0,0,0,1.0946819351762861E7,9825592.982164707,0,1847044.4839758272,0,0,0,0,0,0,0,0,0,
510,613.4829406738281,6.97549655,0,0,0,2308202.694316476,0,0,0,0,0,0,0,0,0,3291214.0650667045,0,0,
511,356.2796122233073,3.5487374000000003,0,0,0,2120341.736097355,0,0,0,0,0,0,0,0,0,4817810.808462898,1371831.2030056878,0,
512,207.06524658203125,1.9583343,0,0,0,2115765.663800712,0,0,0,0,0,0,0,0,0,0,0,0,
513,457.32843017578125,4.7615989,0,0,0,2231988.6957089924,0,0,0,0,0,0,0,0,0,0,0,0,
514,375.26837158203125,5.167014549999999,0,0,0,1785885.5053327389,0,0,0,0,0,0,0,0,0,1639402.714140865,0,0,
515,161.05982971191406,1.9583343,0,0,0,1937809.3061990545,0,0,0,0,0,0,0,0,0,0,0,0,
516,328.2483215332031,3.5461869000000004,0,0,0,1954482.855760575,0,0,0,0,0,0,0,0,0,4271758.819937594,0,0,
517,163.03888193766275,2.3436042333333336,0,0,0,6000678.48159619,4353333.544307133,0,0,0,0,0,0,0,4396702.214711448,0,0,0,
518,437.3414611816406,4.5833764,0,0,0,1805079.4787254694,0,0,0,0,0,0,0,0,0,0,0,0,
519,311.23687744140625,6.1474434,0,0,0,2440357.633955342,0,0,0,0,0,0,0,0,0,0,0,0,
520,294.9617919921875,0.439622015,0,0,0,4365772.658093842,0,0,9351235.068422766,0,0,0,0,0,0,0,0,0,
521,254.08709716796875,0.48231161,0,0,0,6931610.899646382,0,0,0,0,0,0,0,0,0,0,0,0,
522,376.3058624267578,3.0372115500000003,0,0,0,1921700.0167039668,0,0,0,0,0,0,0,0,0,6806416.4682057705,0,0,
523,257.19004313151044,3.6123024333333333,0,0,0,1507426.1203343354,0,0,0,1035691.9558946294,0,0,0,0,0,0,2112106.3888294958,0,
524,353.2299575805664,3.0372115500000003,0,0,0,1699779.1438091218,0,0,0,0,0,0,0,0,0,8439236.731761467,0,0,
525,181.12232818603516,5.4704662,0,0,0,1983326.5482008469,0,0,2190248.628153933,1437262.9568370138,0,0,0,0,0,1931368.6601135728,1874717.881229618,0,
527,348.2744140625,3.0346379333333338,0,0,0,1598193.205771498,0,0,0,0,0,0,0,0,3062215.496548492,8338425.7177814,0,0,
528,811.4964752197266,6.230424675,0,0,0,1854455.9679385899,0,2416267.211182484,1869785.0610695577,0,0,0,0,0,0,2982795.6672807815,0,0,
529,207.0652872721354,1.2095726666666666,0,0,0,2320076.256748964,0,0,0,0,0,0,0,0,4182917.1268348973,0,3121516.636607349,0,
530,181.1223175048828,1.81073674,0,0,0,1734677.4127768164,0,0,2668515.3418676294,2762455.810289901,0,0,0,0,0,2206715.7629500283,2330341.4910157514,0,
531,356.27959696451825,3.6936059333333335,0,0,0,1396885.7958519384,0,0,0,0,0,0,0,0,0,862030.158265216,1657250.9427868174,0,
532,621.2710164388021,5.78744615,0,0,0,1509867.9259957853,0,0,5778256.359551829,2997502.643720299,1.0584081595833432E7,0,0,0,1.3610544625463784E7,0,3863983.9312788253,0,
533,367.26324462890625,5.0194967,0,0,0,1358747.2442667412,0,0,0,0,0,0,0,0,0,0,0,0,
534,146.0600357055664,2.05189955,0,0,0,1771763.052415881,0,0,0,0,0,0,0,0,0,0,2351333.78518894,0,
535,813.5119506835938,6.198847819999999,0,0,0,2913114.1021843003,0,0,4574127.332633999,1688021.5876218867,0,0,0,0,0,3451648.3605661723,2962163.934552759,0,
536,399.10736083984375,2.7740612,0,0,0,1071915.2973290745,0,0,0,0,0,0,0,0,0,0,0,0,
537,599.4095581054687,4.498747399999999,0,0,0,1414785.086742027,0,0,1472892.1534405064,1022027.0784227807,0,0,0,0,0,1600287.3762376034,2095935.3586001263,0,
538,455.094970703125,1.9583343,0,0,0,1899800.3944248734,0,0,0,0,0,0,0,0,0,0,0,0,
539,161.05977884928384,1.2130407333333333,0,0,0,2193213.5476733414,0,0,0,0,0,0,0,0,4219795.213161366,0,3392058.535532255,0,
540,136.06179237365723,0.4921612875,0,0,0,7799409.058429535,0,0,0,0,0,0,0,0,9076497.843120374,8884346.466327658,1.1965466374234611E7,0,
541,565.4042205810547,5.48770165,0,0,0,1733961.108323072,0,0,1733247.373275377,0,0,0,0,0,0,1735663.1459157106,1208857.8541803644,0,
542,293.21116129557294,3.5423716000000005,0,0,0,1055562.9153156453,0,0,0,0,0,0,0,0,1462330.1235957968,2352690.433985237,0,0,
544,233.0657501220703,0.62970553,0,0,0,4301415.330917122,0,0,0,0,0,0,0,0,0,0,0,0,
545,293.2109184265137,4.444703125,0,0,0,1028258.403902441,0,0,2265942.0536755933,0,0,0,0,0,2396293.355459648,1911630.2498358616,0,0,
546,181.1223258972168,5.913269375,0,0,0,967813.5402287031,0,0,605681.4242790077,3911568.1812877306,0,0,0,0,0,0,3798106.3343468993,0,
547,290.8470764160156,0.363284645,0,0,0,1465200.1851144666,0,0,2614190.6894931193,0,0,0,0,0,0,0,0,0,
548,183.0289306640625,0.49077403,0,0,0,3594217.451582269,0,0,0,0,0,0,0,0,0,0,0,0,
550,227.12783813476562,1.7277192,0,0,0,1122285.7753023726,0,0,0,0,0,0,0,0,0,0,0,0,
551,147.04405975341797,1.7277192,0,0,0,1587334.0388243452,0,0,0,0,0,0,0,0,0,0,0,0,
552,611.4670613606771,6.1811352,0,0,0,1900998.6879503387,0,0,2747410.489464005,0,0,0,0,0,0,2262457.226120519,0,0,
553,543.1322021484375,0.41717676333333337,0,0,0,3539414.254409166,2.8460652827415884E7,0,0,0,0,0,0,0,0,0,4543554.466914996,0,
554,343.2268371582031,4.15421875,0,0,0,949354.7105335251,0,0,0,0,0,0,0,0,0,0,1035256.3164764886,0,
556,829.5070190429688,5.9019278333333345,0,0,0,1511813.856302441,0,0,1244729.915222258,0,0,0,0,0,0,2061117.1852005145,0,0,
557,293.21114349365234,3.65619025,0,0,0,828771.7594368735,0,0,1170108.8864990566,1082710.1099343551,0,0,0,0,1339858.5752885703,0,0,0,
558,222.06090799967447,0.48347242,0,0,0,2279119.2993425815,0,0,0,0,0,0,0,0,1867852.8967324956,4863782.271759879,0,0,
559,156.0421600341797,1.281566,0,0,0,3880992.2449824377,0,0,0,0,0,0,0,0,0,0,3819295.062614343,0,
560,271.02154541015625,0.8061212,0,0,0,2986061.4484566185,0,0,0,0,0,0,0,0,0,0,0,0,
561,611.4671427408854,5.830218500000001,0,0,0,1730862.2608892052,0,0,849951.0647302535,0,0,0,0,0,0,1057526.5384032177,0,0,
562,383.2581253051758,4.7900422,0,0,0,1074807.6796439,0,0,0,0,0,0,0,0,0,0,1391034.2392926547,0,
567,181.1223114013672,6.02665668,0,0,0,1952149.944803267,0,0,1493810.514064223,2125598.7988908617,0,0,0,0,0,1350337.673925007,1573192.720848091,0,
568,393.24005126953125,5.2701551,0,0,0,1251539.441531253,0,0,0,0,0,0,0,0,0,0,0,0,
570,257.0058135986328,0.97751775,0,0,0,5555522.57737788,0,0,4299294.369274444,0,0,0,0,0,0,0,0,0,
574,118.09796905517578,0.4265280466666666,0,0,0,1059099.5513254874,0,0,2261295.838629666,0,0,0,0,0,0,0,2181725.330141222,0,
576,583.41455078125,5.7449368,0,0,0,729846.4407365635,0,0,0,0,0,0,0,0,0,854242.7442313897,0,0,
578,351.0687997000558,0.3955244242857142,0,0,0,1351439.8061907657,2123626.237492265,0,0,0,1.1150192651928697E7,1.0710909625945527E7,0,2989953.951198974,3513604.613486166,1.2194075477367163E7,0,0,
581,104.1001091003418,0.412875375,0,0,0,917302.7837313466,0,0,0,0,0,0,0,0,1772176.950255188,0,0,0,
583,110.00904273986816,0.8563225025,0,0,0,4210038.063114629,0,0,3949925.748910312,0,0,0,0,0,1858781.2437239604,2937853.9323013895,0,0,
587,450.1971435546875,1.2830746,0,0,0,0,1.7829573568271163E8,0,0,0,0,0,0,0,0,0,0,0,
588,227.1067352294922,5.1255163,0,0,0,0,1.3296224047672103E8,0,0,0,0,0,0,0,0,0,0,0,
589,597.1817626953125,1.7468298,0,0,0,0,5.9740298179284744E7,0,0,0,0,0,0,0,0,0,0,0,
590,625.1765441894531,2.4270051500000003,0,0,0,0,1.039461594086419E8,1334366.057845035,0,0,0,0,0,0,0,0,0,0,
591,465.13958740234375,1.9997593,0,0,0,0,2.3567198061564814E7,0,0,0,0,0,0,0,0,0,0,0,
592,471.1263427734375,1.2830746,0,0,0,0,5.778981603140753E7,0,0,0,0,0,0,0,0,0,0,0,
593,466.19219970703125,1.1327332,0,0,0,0,4.5808621389533915E7,0,0,0,0,0,0,0,0,0,0,0,
594,451.12355041503906,1.7054993,0,0,0,0,2.069408215700152E7,0,0,0,0,0,0,0,0,0,0,0,
595,461.1444549560547,2.0817037,0,0,0,0,1.5444981470154079E7,0,0,0,0,0,0,0,0,0,0,0,
596,289.07061767578125,1.9041119000000002,0,0,0,0,1.6064260190647861E7,0,0,0,0,0,0,0,0,4780783.469142577,0,0,
597,479.1546630859375,2.0721976,0,0,0,0,2.774366814477279E7,0,0,0,0,0,0,0,0,0,0,0,
598,487.12139892578125,1.1327332,0,0,0,0,2.7379819741108265E7,0,0,0,0,0,0,0,0,0,0,0,
599,477.1394348144531,2.0525272,0,0,0,0,1.3932348519376293E7,0,0,0,0,0,0,0,0,0,0,0,
600,227.10671997070312,4.7279872,0,0,0,0,2.218338301947869E7,0,0,0,0,0,0,0,0,0,0,0,
601,493.13441467285156,2.0318362,0,0,0,0,1.0338043192297438E7,0,0,0,0,0,0,0,0,0,0,0,
602,478.2280578613281,1.2830746,0,0,0,0,1.5515350338606253E7,0,0,0,0,0,0,0,0,0,0,0,
603,174.07608032226562,1.2830746,0,0,0,0,1.3530524500483382E7,0,0,0,0,0,0,0,0,0,0,0,
604,289.0706481933594,2.1260906,0,0,0,0,1.0779184653200755E7,0,0,0,0,0,0,0,0,0,0,0,
605,217.0858154296875,1.2830746,0,0,0,0,1.2904741573069947E7,0,0,0,0,0,0,0,0,0,0,0,
606,451.12351989746094,1.8895797,0,0,0,0,6837861.250123304,0,0,0,0,0,0,0,0,0,0,0,
607,583.1652221679688,1.8895797,0,0,0,0,5911719.62236068,0,0,0,0,0,0,0,0,0,0,0,
608,463.1237487792969,1.9494079,0,0,0,0,7046283.546745701,0,0,0,0,0,0,0,0,0,0,0,
609,520.3399047851562,4.522372000000001,0,0,0,0,9405276.225092804,0,0,0,0,0,0,0,0,1138508.3105060514,0,0,
610,325.0917663574219,2.3443176333333335,0,0,0,0,4839448.444140629,0,0,0,0,918289.4611501977,0,0,4258143.622515771,0,0,0,
611,296.0655975341797,0.392679395,0,0,0,0,2.3761206758335564E7,0,0,0,0,0,0,0,0,9740021.424191464,0,0,
612,478.2929382324219,4.49179425,0,0,0,0,5383100.573654382,0,0,0,0,0,0,0,0,1435586.5703427235,0,0,
613,601.4227294921875,6.014342,0,0,0,0,5540530.761879732,0,0,0,0,0,0,0,0,0,0,0,
614,455.1521301269531,1.2830746,0,0,0,0,1.0790855977843916E7,0,0,0,0,0,0,0,0,0,0,0,
615,220.11805216471353,0.8462287599999999,0,0,0,0,1.6647493724950021E7,0,0,0,0,0,0,0,5359231.994952598,2657810.831721844,0,0,
616,656.2539978027344,1.880484,0,0,0,0,9293176.25021573,0,0,0,0,0,0,0,0,0,0,0,
617,145.0646514892578,1.2830746,0,0,0,0,7232201.391380667,0,0,0,0,0,0,0,0,0,0,0,
618,667.1868896484375,2.807584,0,0,0,0,4482540.720317047,0,0,0,0,0,0,0,0,0,0,0,
619,568.4276733398438,6.710640533333334,0,0,0,0,9081947.188759238,0,0,0,0,0,0,0,9278608.349116528,0,9839640.757291608,0,
620,137.0597686767578,1.034758115,0,0,0,0,6414139.398849356,0,0,0,0,0,0,627288.1699342228,0,0,0,0,
621,242.96641540527344,0.38750745,0,0,0,0,1.3160312577351931E7,0,0,0,0,0,0,0,0,0,0,0,
622,473.1726379394531,5.1255163,0,0,0,0,8527243.742626276,0,0,0,0,0,0,0,0,0,0,0,
623,465.1394805908203,1.8170247,0,0,0,0,4527466.159350765,0,0,0,0,0,0,0,0,0,0,0,
625,163.0751495361328,1.2830746,0,0,0,0,6553269.540501786,0,0,0,0,0,0,0,0,0,0,0,
626,451.1905517578125,5.1255163,0,0,0,0,5496916.495158709,0,0,0,0,0,0,0,0,0,0,0,
627,436.1451110839844,1.2738061,0,0,0,0,5540960.93376752,0,0,0,0,0,0,0,0,0,0,0,
628,447.12872314453125,1.8170247,0,0,0,0,3893325.808992484,0,0,0,0,0,0,0,0,0,0,0,
629,551.4253540039062,6.30655505,0,0,0,0,3902725.513004427,0,0,2031287.5920155775,0,0,0,0,0,0,0,0,
630,465.040283203125,0.37814093,0,0,0,0,1.0812183467722103E7,0,0,0,0,0,0,0,0,0,0,0,
631,325.1127166748047,0.470383035,0,0,0,0,2.0296673713083077E7,0,0,0,0,0,0,0,0,0,1008998.3630793757,0,
632,303.0863342285156,2.6388141,0,0,0,0,4648574.5497637335,0,0,0,0,0,0,0,0,0,0,0,
633,465.139404296875,2.6388141,0,0,0,0,4358956.525899734,0,0,0,0,0,0,0,0,0,0,0,
634,496.24842834472656,5.1208247,0,0,0,0,7868958.087076196,0,0,0,0,0,0,0,0,0,0,0,
635,233.0808563232422,1.1327332,0,0,0,0,4905697.294623924,0,0,0,0,0,0,0,0,0,0,0,
636,447.1287384033203,1.9959274,0,0,0,0,3416806.5610493547,3786534.672364986,0,0,0,0,0,0,0,0,0,0,
637,630.203125,1.5630662,0,0,0,0,5049273.557580933,0,0,0,0,0,0,0,0,0,0,0,
638,626.2074584960938,1.8895797,0,0,0,0,4726822.514763014,0,0,0,0,0,0,0,0,0,0,0,
639,251.09140014648438,1.1327332,0,0,0,0,4608090.334329081,0,0,0,0,0,0,0,0,0,0,0,
640,287.11248779296875,1.1327332,0,0,0,0,4450410.297889675,0,0,0,0,0,0,0,0,0,0,0,
641,343.12347412109375,0.47768107,0,0,0,0,1.2429031225226888E7,0,0,0,0,0,0,0,0,0,0,0,
642,471.14739990234375,1.1327332,0,0,0,0,4298379.330347989,0,0,0,0,0,0,0,0,0,0,0,
643,956.6304931640625,6.9440963,0,0,0,0,3484709.8534316327,0,0,0,0,0,0,0,0,0,0,0,
644,156.04216766357422,0.62234609,0,0,0,0,9755338.606812913,2581913.4276721403,0,0,0,0,0,0,0,0,0,0,
645,591.2604370117188,5.8398035,0,0,0,0,2573998.5998332417,0,0,0,0,0,0,0,0,0,0,0,
646,457.0736999511719,1.2738061,0,0,0,0,3108825.73632282,0,0,0,0,0,0,0,0,0,0,0,
648,179.07029724121094,1.1327332,0,0,0,0,3143208.4511347404,0,0,0,0,0,0,0,0,0,0,0,
649,199.1330337524414,3.8827488,0,0,0,0,2393120.1413501375,0,0,0,0,0,0,0,0,0,0,0,
650,258.073974609375,0.84513148,0,0,0,0,7831636.799572029,0,0,0,0,0,0,0,0,0,0,0,
651,233.06310526529947,0.4163275933333333,0,0,0,0,1.0125824451946812E7,0,0,0,0,0,0,0,2180296.7607252477,0,2153880.5891587217,0,
652,317.1231384277344,1.1327332,0,0,0,0,3292971.5372827407,0,0,0,0,0,0,0,0,0,0,0,
653,167.10672760009766,3.8827488,0,0,0,0,2331709.6697190125,0,0,0,0,0,0,0,0,0,0,0,
654,495.1498107910156,2.4034321,0,0,0,0,1870200.5015326987,0,0,0,0,0,0,0,0,0,0,0,
655,494.2232360839844,1.1327332,0,0,0,0,3048880.5947986785,0,0,0,0,0,0,0,0,0,0,0,
657,432.1864318847656,1.1131836,0,0,0,0,3235906.826674316,0,0,0,0,0,0,0,0,0,0,0,
658,496.2484436035156,4.7279872,0,0,0,0,3844025.62386477,0,0,0,0,0,0,0,0,0,0,0,
659,518.3242797851562,4.23376345,0,0,0,0,2171217.5229451815,0,0,0,0,0,0,0,0,0,1759132.353847886,0,
660,467.18540954589844,4.6929153,0,0,0,0,2847499.0068300124,0,0,0,0,0,0,0,0,0,0,0,
661,618.4279174804688,5.3345152,0,0,0,0,1689210.8768499515,0,0,0,0,0,0,0,0,0,0,0,
662,225.0913543701172,5.1255163,0,0,0,0,4103201.7037588055,0,0,0,0,0,0,0,0,0,0,0,
663,485.1058044433594,1.1327332,0,0,0,0,2918760.1126623666,0,0,0,0,0,0,0,0,0,0,0,
664,185.0597686767578,2.9955563,0,0,0,0,1698710.30204046,0,0,0,0,0,0,0,0,0,0,0,
665,371.0740661621094,0.80409683,0,0,0,0,1.4519692014953721E7,0,0,0,0,0,0,0,0,0,0,0,
667,481.1647033691406,4.1749479,0,0,0,0,1367003.6812834856,0,0,0,0,0,0,0,0,0,0,0,
669,517.01171875,0.42333813,0,0,0,0,5296036.944169865,0,0,0,0,0,0,0,0,0,0,0,
670,473.1726379394531,4.7279872,0,0,0,0,2939995.786828492,0,0,0,0,0,0,0,0,0,0,0,
671,261.03692626953125,0.47768107,0,0,0,0,4833404.466261601,0,0,0,0,0,0,0,0,0,0,0,
672,171.0652313232422,0.68476945,0,0,0,0,8065515.3414761145,0,0,0,0,0,0,0,0,0,0,0,
673,210.94022369384766,0.405921875,0,0,0,0,3309197.5918261497,0,0,0,0,0,0,0,0,2173259.1619083565,0,0,
674,163.03887939453125,1.2620356,0,0,0,0,1958716.6400118715,0,0,0,0,0,0,0,0,0,0,0,
675,193.07083129882812,0.72474195,0,0,0,0,5966892.97847488,0,0,0,0,0,0,0,0,0,0,0,
676,585.08154296875,0.40475097,0,0,0,0,4405912.040795146,0,0,0,0,0,0,0,0,0,0,0,
677,363.1053161621094,0.74406017,0,0,0,0,5291677.814948589,0,0,0,0,0,0,0,0,0,0,0,
678,465.1698303222656,3.9883884,0,0,0,0,5415449.609594556,0,0,0,0,0,0,0,0,0,0,0,
679,451.1905212402344,4.7279872,0,0,0,0,1815561.0729651519,0,0,0,0,0,0,0,0,0,0,0,
680,449.1741943359375,5.5641574,0,0,0,0,679228.8354766843,0,0,0,0,0,0,0,0,0,0,0,
681,633.177490234375,1.880484,0,0,0,0,2092615.0191558793,0,0,0,0,0,0,0,0,0,0,0,
684,467.1854553222656,4.5812979,0,0,0,0,1529737.9203326087,0,0,0,0,0,0,0,0,0,0,0,
685,449.1741943359375,6.071989,0,0,0,0,1069832.7751273063,0,0,0,0,0,0,0,0,0,0,0,
686,449.17486572265625,4.7007418,0,0,0,0,2546066.297946738,0,0,0,0,0,0,0,0,0,0,0,
688,923.3556518554688,5.1255163,0,0,0,0,1469209.9281051494,0,0,0,0,0,0,0,0,0,0,0,
689,185.0597686767578,5.1255163,0,0,0,0,1538924.4729325208,0,0,0,0,0,0,0,0,0,0,0,
690,961.5853271484375,6.9440963,0,0,0,0,2168059.645754344,0,0,0,0,0,0,0,0,0,0,0,
693,130.08631286621093,0.45455728000000006,0,0,0,0,4871588.10303272,0,0,0,5895119.235003103,0,0,0,8061330.545623162,1.2216245143859716E7,9172410.454214057,0,
695,221.09219360351562,0.57701498,0,0,0,0,5067141.340692328,0,0,0,0,0,0,0,0,0,0,0,
698,289.0916748046875,0.49584956,0,0,0,0,4738760.4438666,0,0,0,0,0,0,0,0,0,0,0,
700,481.16473388671875,3.8441886,0,0,0,0,975172.0214530309,0,0,0,0,0,0,0,0,0,0,0,
702,225.09109497070312,3.1014857,0,0,0,0,830207.7334077102,0,0,0,0,0,0,0,0,0,0,0,
703,522.3555297851562,4.86436915,0,0,0,0,1387939.4961676872,0,0,0,0,0,0,0,0,0,827951.3778146356,0,
706,210.0972442626953,0.70490675,0,0,0,0,4063043.2465735767,0,0,0,0,0,0,0,0,0,0,0,
707,510.35565185546875,4.9302298,0,0,0,0,1220943.507356816,0,0,0,0,0,0,0,0,0,0,0,
709,437.341552734375,5.7619647,0,0,0,0,830315.3220208844,0,0,0,0,0,0,0,0,0,0,0,
711,365.1054992675781,1.1859574,0,0,0,0,4083711.8719194364,0,0,0,0,0,0,0,0,0,0,0,
714,599.4094848632812,6.014342,0,0,0,0,648631.3376575462,0,0,0,0,0,0,0,0,0,0,0,
719,628.2234191894531,2.195071,0,0,0,0,1658783.8998983386,0,0,0,0,0,0,0,0,0,0,0,
720,227.10671997070312,5.6076505,0,0,0,0,789244.2110682109,0,0,0,0,0,0,0,0,0,0,0,
723,241.08596801757812,3.6911389,0,0,0,0,751057.3078154034,0,0,0,0,0,0,0,0,0,0,0,
728,618.4277954101562,5.0865776,0,0,0,0,598093.827574982,0,0,0,0,0,0,0,0,0,0,0,
729,465.1698303222656,4.1749479,0,0,0,0,562649.4349493479,0,0,0,0,0,0,0,0,0,0,0,
730,465.16986083984375,3.7320365,0,0,0,0,540895.8206295082,0,0,0,0,0,0,0,0,0,0,0,
738,144.0655288696289,0.551821375,0,0,0,0,1553916.6284234067,0,0,0,0,0,0,0,0,0,1537104.8706483382,0,
746,296.0660095214844,1.0163267,0,0,0,0,3801939.388325917,0,0,0,0,0,0,0,0,0,0,0,
749,140.1182098388672,6.7962477,0,0,0,0,2701034.2672332386,0,2360697.3008578112,0,0,0,0,0,0,0,0,0,
751,391.2843017578125,2.69959,0,0,0,0,1332396.3476560276,0,0,0,0,0,0,0,0,0,0,0,
752,202.1088163587782,7.899953866666667,0,0,0,0,3621039.534038436,3677932.5606790273,2788185.2813919364,0,2215909.8332597767,2864081.957661476,2278538.9608186167,0,1379730.2827561912,2858226.67255255,2812001.1068350137,0,
756,391.2843017578125,2.5989439,0,0,0,0,415490.45233818796,656159.7689323131,0,0,0,0,0,0,0,0,0,0,
757,439.35726165771484,3.01696195,0,0,0,0,0,4.038072098875827E7,0,0,0,0,9095380.66525522,0,0,0,0,0,
758,489.1393127441406,2.3674939,0,0,0,0,0,1.732091090380015E7,0,0,0,0,0,0,0,0,0,0,
759,439.3572692871094,3.75617,0,0,0,0,0,7902100.190163689,0,0,0,0,0,0,0,0,0,0,
760,505.1341552734375,2.2444582,0,0,0,0,0,9354151.964345658,0,0,0,0,0,0,0,0,0,0,
761,191.1793670654297,3.0152836,0,0,0,0,0,4015386.616261791,0,0,0,0,0,0,0,0,0,0,
